,ID,Example_A,Example_B,Example_C,Example_D,Answer,Length,Label
7331,Bartleby_the_Scrivener_A_Story_of_Wall_Street_-_Herman_Melville,"Whether Bartlebys eyes improved or not, I could not say. To all appearance, I thought they did. But when I asked him if they did, he vouchsafed no answer. At all events, he would do no copying. At last, in reply to my urgings, he informed me that he had permanently given up copying. What! exclaimed I; suppose your eyes should get entirely wellbetter than ever beforewould you not copy then? I have given up copying, he answered, and slid aside. He remained as ever, a fixture in my chamber. Nayif that were possiblehe became still more of a fixture than before. What was to be done? He would do nothing in the office: why should he stay there? In plain fact, he had now become a millstone to me, not only useless as a necklace, but afflictive to bear. Yet I was sorry for him. I speak less than truth when I say that, on his own account, he occasioned me uneasiness. If he would but have named a single relative or friend, I would instantly have written, and urged their taking the poor fellow away to some convenient retreat. But he seemed alone, absolutely alone in the universe. A bit of wreck in the mid Atlantic. At length, necessities connected with my business tyrannized over all other considerations. Decently as I could, I told Bartleby that in six days time he must unconditionally leave the office. I warned him to take measures, in the interval, for procuring some other abode.","I was uncertain if Bartleby's vision improved. I thought maybe it had, but when I asked him directly, he wouldn't say. Either way, he refused to do any copying. Eventually, when I pushed him on it, he told me he had permanently stopped copying. I was surprised and asked him that if his eyes recovered completely, wouldn't he resume copying? He responded that he was done with copying, and withdrew. He remained fixed in my office, even more firmly planted than before. What could I do? He wouldn't work, so why keep him around? Frankly, he had become a burden, useless and troublesome. Still, I felt bad for him. I'm understating it when I say his situation caused me concern. If only he had named a single relative or friend, I would've contacted them right away about taking the poor fellow somewhere more suitable. But he seemed totally alone in the world. A piece of wreckage drifting in the open ocean. Ultimately, necessities related to my work overruled everything else. As politely as I could, I told Bartleby he had to unconditionally leave the office in six days. I suggested he make arrangements in that time to find somewhere else to stay.","I couldn't determine if there was any improvement in Bartleby's vision. I thought there might be some, but when I inquired with him directly, he provided no response. Regardless, he declined to do any copying. Eventually, responding to my persistent encouragements, he let me know he had permanently ceased copying. I exclaimed in surprise; what if your eyes recover fully to better than before, wouldn't you copy then? He replied that he was finished with copying, and pulled back. He stayed fixed in my office, even more firmly rooted than previously. What was I to do? He refused any office work; why allow him to remain? Frankly, he had become an encumbrance, useless as an ornament, and troublesome to tolerate. Nevertheless, I felt sympathy for him. It's an understatement when I say his plight caused me worry. If only he had identified a sole family member or friend, I would've instantly penned a letter urging them to take the poor fellow to some suitable refuge. But he appeared wholly alone in the existence. A bit of wreckage drifting amid the Atlantic. Ultimately, necessities associated with my business took priority over all other factors. As courteously as possible, I notified Bartleby he must unconditionally depart the office in six days. I cautioned him to make arrangements, in that period, to secure some other lodging.  ","I couldn't confirm whether or not Bartleby’s vision improved. I thought there might be some enhancement, but when I questioned him on the matter, he declined to provide an answer. In any case, he rejected doing any copying. Eventually, in response to my pressing, he informed me he had permanently ceased copying. I exclaimed in astonishment – what if your eyes heal completely to better health than before, would you not resume copying? He replied he was finished with copying, and withdrew. He persisted as a fixture in my office, even more firmly anchored than previously. What was I to do? He refused any office tasks; why allow him to stay? Frankly, he had become an encumbrance, useless as an accessory, and troublesome to endure. However, I felt pity for him. It’s an understatement when I say his situation caused me distress. If only he had named a sole family member or friend, I would’ve instantly written to plead with them to take the poor fellow to some suitable refuge. But he appeared entirely alone in existence. A bit of wreckage adrift in the Atlantic. Ultimately, necessities associated with my work took priority above all else. As politely as possible, I notified Bartleby he must unconditionally depart the office in six days. I urged him to make arrangements, in that period, to find some other dwelling.",A,large,1
4503,Harry_Potter_and_the_Chamber_of_Secrets_-_JK_Rowling,"“Just Muggle-baiting,” sighed Mr. Weasley. “Sell them a key that keeps shrinking to nothing so they can never find it when they need it. . . . Of course, it’s very hard to convict anyone because no Muggle would admit their key keeps shrinking — they’ll insist they just keep losing it. Bless them, they’ll go to any lengths to ignore magic, even if it’s staring them in the face. . . . But the things our lot have taken to enchanting, you wouldn’t believe —” ","Mr. Weasley lamented that it was just Muggle-baiting. He explained that they sell Muggles keys that shrink to nothing so the Muggles can never find them when needed. He added that it's very difficult to convict anyone since no Muggle would admit their key keeps shrinking, insisting instead that they just keep losing it. He remarked that Muggles will go to great lengths to ignore magic, even when it's right in front of them. ","With a sigh, Mr. Weasley said it was just Muggle-baiting - selling Muggles keys that shrink away to nothing so they can't find them when required. He noted it's hard to convict anyone because Muggles won't confess their key keeps shrinking, claiming they just keep misplacing it. He commented that Muggles will do anything to disregard magic, even if it's staring them in the face.","""Just Muggle-baiting,"" Mr. Weasley sighed. He explained they sell Muggles keys that shrink to nothing, so the Muggles can never find them when needed. He added it's very difficult to convict anyone since Muggles won't admit their key keeps shrinking - they'll say they just keep losing it. He remarked Muggles will ignore magic even when it's obvious, going to great lengths to avoid acknowledging it.",A,medium,1
8745,Of_Human_Bondage_-_W._Somerset_Maugham,"Miguel sat regularly, and though he refused to accept payment he borrowed fifty francs from Philip every now and then: it was a little more expensive than if Philip had paid for the sittings in the usual way; but gave the Spaniard a satisfactory feeling that he was not earning his living in a degrading manner. His nationality made Philip regard him as a representative of romance, and he asked him about Seville and Granada, Velasquez and Calderon. But Miguel bad no patience with the grandeur of his country. For him, as for so many of his compatriots, France was the only country for a man of intelligence and Paris the centre of the world. ""Spain is dead,"" he cried. ""It has no writers, it has no art, it has nothing."" Little by little, with the exuberant rhetoric of his race, he revealed his ambitions. He was writing a novel which he hoped would make his name. He was under the influence of Zola, and he had set his scene in Paris. He told Philip the story at length. To Philip it seemed crude and stupid; the naive obscenity-- _c'est la vie, mon cher, c'est la vie_, he cried--the naive obscenity served only to emphasise the conventionality of the anecdote. He had written for two years, amid incredible hardships, denying himself all the pleasures of life which had attracted him to Paris, fighting with starvation for art's sake, determined that nothing should hinder his great achievement.","Miguel frequently sat without demanding money, but occasionally borrowed fifty francs from Philip. This cost a bit more than if Philip had paid normally, yet allowed the Spaniard to feel he wasn't earning income in a humiliating way. His nationality made Philip see him as an emblem of romanticism, so he asked about Seville, Granada, Velasquez and Calderon. However, Miguel had no patience for his country's grandeur. Like many fellow citizens, France was the only intelligent country for him, with Paris as the world's hub. ""Spain is dead,"" he exclaimed. ""It has no writers, no art, nothing."" Slowly, with his race's effusive rhetoric, he revealed his ambitions. He was writing a novel he hoped would make him famous. Zola's work influenced him, and he had set the scene in Paris. He elaborately told Philip the storyline. To Philip it seemed crude and foolish; the naive obscenity - it's life, my dear, it's life, he cried - only accentuated the cliché of the anecdote. He had written for two years, amid unbelievable hardships, denying himself Paris' pleasures that had attracted him, battling starvation for art's sake, determined nothing would hinder his great achievement.  ","Miguel often sat without taking money, but occasionally obtained fifty francs from Philip. This was slightly more expensive than if Philip had remunerated typically, yet permitted the Spaniard to feel he wasn't making income in an undignified way. His nationality made Philip regard him as embodying romanticism, so he inquired about Seville, Granada, Velasquez and Calderon. However, Miguel had no patience for his country's splendor. Like numerous fellow citizens, France was the sole intelligent country in his view, with Paris as the globe's heart. ""Spain is deceased,"" he proclaimed. ""It has no writers, no art, nil."" Gradually, with his race's exuberant rhetoric, he disclosed his ambitions. He was authoring a novel he anticipated would make him renowned. Zola's writings shaped him, and he had situated the backdrop in Paris. He elaborately recounted the plotline to Philip. To Philip it seemed crude and foolish; the naive vulgarity - it's life, my dear, it's life, he cried - only stressed the cliché of the tale. He had scribed for two years, amid unbelievable hardships, eschewing Paris' pleasures that had enticed him, wrestling starvation for art's purpose, determined nil would impede his great feat.  ","Miguel habitually sat without payment, but sometimes secured fifty francs from Philip. This was marginally pricier than if Philip had recompensed typically, yet permitted the Spaniard to feel he wasn't profiting in an ignoble way. His nationality made Philip deem him an avatar of romanticism, so he probed about Seville, Granada, Velasquez and Calderon. However, Miguel had no patience for his country's splendor. Like numerous compatriots, France was the sole sagacious country to him, with Paris as the cosmos's nucleus. ""Spain is expired,"" he proclaimed. ""It has no scribblers, no artistry, zilch."" By degrees, with his race's florid rhetoric, he disclosed his ambitions. He was drafting a novel he expected would make him renowned. Zola's compositions shaped him, and he had situated the backdrop in Paris. He volubly narrated the plotline to Philip. To Philip it seemed crude and fatuous; the naive vulgarity - it's life, my dear, it's life, he cried - only stressed the cliché of the chronicle. He had inscribed for two years, amid unbelievable adversities, eschewing Paris' enticements that had lured him, warring starvation for art's interest, determined zilch would encumber his great feat.",A,large,1
4275,Fear_of_Flying_-_Erica_Jong,"In the corner of the room is a closet. Her husband’s green army jacket hangs there, empty. The sleeves flap in the wind. Is he dead? She is terribly frightened. She runs through the studio trap door and down the steps. Suddenly she falls, knowing she is going to die when she hits bottom. She struggles to scream and in the struggle wakes herself up. She is surprised to find herself in Paris rather than her parents’ house. He still lies beside her as if dead. She looks at his sleeping face, the long mouth with its curled-up corners, the sketchy eyebrows like Chinese calligraphy, and she thinks that next year this time they will not be together or else they will have a baby who does not look like her. ","In the corner of the room there is a closet where her husband's green army jacket hangs, empty. The jacket's sleeves flap around as if blown by wind. She wonders if he has died. Feeling very scared, she runs through the studio's trapdoor and down the steps, but suddenly falls, thinking she will die when she hits the bottom. As she struggles to scream, she wakes herself up. Surprisingly, she finds herself in Paris rather than her parents' house. Her partner still lies next to her, looking dead. She looks at his sleeping face - the long mouth with upturned corners, the sketchy eyebrows resembling Chinese writing - and thinks that in a year they may no longer be together or will have a baby that does not resemble her.","In the corner is a closet where her husband's green military jacket is hanging, vacant. The jacket's sleeves are blowing around. She is very frightened, thinking he might be dead. She runs through the studio's trap door and down the stairs but suddenly trips, sure she will die when she lands. As she tries to scream, she startles herself awake. To her surprise, she is in Paris rather than her parents' home. Her partner still lies next to her, seeming lifeless. She studies his sleeping face - the long mouth with curled corners, the rough eyebrows like Chinese calligraphy - and concludes that in a year they may have split up or had a baby that does not look like her.  ","Her husband's green army jacket hangs empty in the closet corner, sleeves flapping as if in the wind. Is he dead? Terrified, she bolts through the studio's trapdoor and down the stairs but suddenly falls, certain she'll die on impact. Struggling to scream, she jolts herself awake. Surprisingly she's in Paris, not her parents' home. Her partner still lies beside her, seemingly lifeless. Examining his sleeping face - long mouth with upturned corners, sketchy eyebrows resembling Chinese writing - she thinks in a year they may have split up or had a baby unlike her.",A,medium,1
1509,Lord_of_the_Rings_The_Fellowship_of_the_Ring_-_J_R_R_Tolkien,"He spoke cheerfully, and if he felt any great anxiety, he did not show it. The others did not answer. They were depressed. A heavy weight was settling steadily on Frodo’s heart, and he regretted now with every step forward that he had ever thought of challenging the menace of the trees. He was, indeed, just about to stop and propose going back (if that was still possible), when things took a new turn.","He talked in an upbeat way, and if he was extremely worried, he didn't display it. The rest were silent. They were disheartened. A tremendous burden was progressively weighing on Frodo's heart, and he was sorry now with each step forward that he had ever considered confronting the threat of the trees. He was, truly, on the verge of stopping and suggesting they turn around (if that was still feasible), when things changed course.","He spoke in a cheerful tone, and if he felt very anxious, he hid it well. The others kept quiet. They were downcast. An immense load was steadily settling on Frodo's heart, and he regretted with each advance that he had contemplated challenging the menace posed by the trees. He was, in fact, about to halt and propose they head back (if that was still possible), when events took a new direction.  ","He talked brightly, and if he was tremendously worried, he concealed it. The rest were silent. They were dispirited. An enormous burden was progressively pressing down on Frodo's heart, and he was sorry now with every step forward that he had ever considered facing the threat of the trees. He was, indeed, on the brink of stopping and suggesting they return (if that could still be done), when things took a fresh turn.",A,small,1
5603,The_Adventures_of_Sherlock_Holmes_-_Sir_Arthur_Conan_Doyle,"It was a chestnut."" ""Tired-looking or fresh?"" ""Oh, fresh and glossy."" ""Thank you. I am sorry to have interrupted you. Pray continue your most interesting statement."" ""Away we went then, and we drove for at least an hour. Colonel Lysander Stark had said that it was only seven miles, but I should think, from the rate that we seemed to go, and from the time that we took, that it must have been nearer twelve. He sat at my side in silence all the time, and I was aware, more than once when I glanced in his direction, that he was looking at me with great intensity.","We continued driving for around an hour, even though Colonel Lysander Stark had said it was only 7 miles away. I believe it was closer to 12 miles based on our speed and how long it took. Stark sat quietly beside me the whole time, and I noticed him staring intensely at me on multiple occasions when I looked his way.","Colonel Stark and I drove for at least 60 minutes, although he had claimed the distance was just 7 miles. I estimated it was more like 12 miles, judging from our speed and the time elapsed. Stark sat silently next to me the entire ride, and I saw him gazing fixedly at me several times when I glanced over. ","We kept driving for an hour minimum, even though Colonel Stark had told me it was only 7 miles to our destination. I guessed it was actually around 12 miles, from how fast we were going and how long the drive took. Stark sat quietly by my side the whole way, and I caught him staring hard at me multiple times when I looked over at him.",A,medium,1
932,Gone_Girl_-_Gillian_Flynn,"For a quarter century, the Riverway Mall was a given. Then the recession hit, washed away the Riverway store by store until the whole mall finally went bust. It is now two million square feet of echo. No company came to claim it, no businessman promised a resurrection, no one knew what to do with it or what would become of all the people who’d worked there, including my mother, who lost her job at Shoe-Be-Doo-Be – two decades of kneeling and kneading, of sorting boxes and collecting moist foot hosiery, gone without ceremony.","The Riverway Mall had been an unquestioned fixture in the community for 25 years. But the economic downturn gradually eroded it, as stores closed one after another, until the entire mall was forced to shut down. Now the 2 million square foot building sits vacant and silent. No business swooped in to take it over or propose revitalizing it. No one had any solutions for the property or for the many people like my mom who lost their jobs there after working for decades - in her case, 20 years of sorting shoes and socks at Shoe-Be-Doo-Be, now abruptly terminated.","For over two decades, the presence of Riverway Mall had been a certainty. However, the financial crisis steadily washed it away, as store by store went out of business, until finally the whole mall collapsed. Today it is 2 million square feet of emptiness. Not a single company came forward to claim the property, no entrepreneur presented plans to resurrect it, and no one knew how to make use of it or what would happen to all the employees who had worked there, including my mother. After 20 years of unpacking boxes and collecting used footwear at Shoe-Be-Doo-Be, she lost her job without any fanfare.","The Riverway Mall had been a mainstay in the community for a quarter of a century. But the economic downturn gradually eroded its foundation, as one store after another went under, until the entire mall was forced to close down. Now the 2 million square foot building stands vacant and quiet. No business emerged to take over the property or propose bringing it back to life. No solutions were offered for the real estate or for the many employees like my mom who lost their jobs there after working for years - in her case, two decades of organizing shoes and socks at Shoe-Be-Doo-Be, now suddenly terminated without ceremony.",A,small,1
9065,The_Adventures_of_Sherlock_Holmes_-_Sir_Arthur_Conan_Doyle,"""Ah, thereby hangs a rather painful tale. This fellow is madly, insanely, in love with her, but some two years ago, when he was only a lad, and before he really knew her, for she had been away five years at a boarding-school, what does the idiot do but get into the clutches of a barmaid in Bristol and marry her at a registry office? No one knows a word of the matter, but you can imagine how maddening it must be to him to be upbraided for not doing what he would give his very eyes to do, but what he knows to be absolutely impossible. It was sheer frenzy of this sort which made him throw his hands up into the air when his father, at their last interview, was goading him on to propose to Miss Turner. On the other hand, he had no means of supporting himself, and his father, who was by all accounts a very hard man, would have thrown him over utterly had he known the truth. It was with his barmaid wife that he had spent the last three days in Bristol, and his father did not know where he was. Mark that point. It is of importance. Good has come out of evil, however, for the barmaid, finding from the papers that he is in serious trouble and likely to be hanged, has thrown him over utterly and has written to him to say that she has a husband already in the Bermuda Dockyard, so that there is really no tie between them.","This man has fallen head over heels in love with a woman, but two years prior, before he truly knew her since she was away at boarding school, he foolishly married a barmaid he barely knew in Bristol in a civil ceremony. No one knows this fact that causes him such anguish, as he longs to propose to the woman he actually loves but knows he cannot due to already having a wife. It was this intense frustration that made him react so strongly when his father pressed him to propose to Ms. Turner during their last conversation. Additionally, he had no financial means to support himself and his father, reportedly a strict man, would have abandoned him if he knew the truth. He spent the last three days with his barmaid wife in Bristol, unbeknownst to his father. This last point is significant. Some good has come from this situation, however, as the barmaid learned from the media that he is in serious legal trouble and likely to be executed, so she has broken all ties, informing him that she already has a husband stationed at the Bermuda Naval Yard. Therefore, there is no real relationship left between them.","This fellow has fallen passionately in love with a woman, but two years prior, when he was a young lad and before he truly was acquainted with her since she was studying at a boarding school, the fool marries a Bristol barmaid at a civil court office whom he barely knew. Nobody is aware of this reality that causes him such torment, as he longs to ask the hand of the lady he genuinely loves but realizes he cannot due to his existing marriage. It was this intense aggravation that made him respond so strongly when his father insisted he propose to Ms. Turner in their last discussion. Furthermore, he had no means to provide for himself and his father, allegedly a strict man, would have disowned him if he discovered the truth. He was with his barmaid wife for the last three days in Bristol, without his father's knowledge. This final point is of consequence. Some good has emerged from this circumstance, nonetheless, as the barmaid learned from media reports that he is in grave legal jeopardy and likely to be executed, so she has severed all ties, telling him that she already has a husband based at the Bermuda Shipyard, therefore, no genuine relationship persists between them.  ","This man has become completely infatuated with a woman, but two years prior, when he was still a youth and before he genuinely knew her since she was studying at a boarding institution, the fool marries a Bristol barmaid at a civil court office whom he barely knew. Nobody is cognizant of this reality that causes him such anguish, as he longs to ask the hand of the lady he genuinely adores but realizes he cannot due to his existing nuptials. It was this intense irritation that made him react so intensely when his father insisted he propose to Ms. Turner in their last conversation. Furthermore, he had no means to provide for himself and his father, reputedly a strict man, would have disinherited him if he discovered the truth. He was with his barmaid wife for the last three days in Bristol, without his father's cognizance. This final point is of import. Some good has emerged from this circumstance, nonetheless, as the barmaid learned from media reports that he is in grave legal jeopardy and likely to be executed, so she has severed all ties, telling him that she already has a husband stationed at the Bermuda Naval Yard, therefore, no genuine relationship persists between them.",A,large,1
7359,Black_Beauty_-_Anna_Sewell,"He said he quite enjoyed the training with all the other horses, trotting together, turning together, to the right hand or to the left, halting at the word of command, or dashing forward at full speed at the sound of the trumpet, or signal of the officer. He was, when young, a dark, dappled lion grey, and considered very handsome. His master, a young, high-spirited gentleman, was very fond of him, and treated him from the first with the greatest care and kindness. He told me he thought the life of an army horse was very pleasant; but when it came to being sent abroad, over the sea in a great ship, he almost changed his mind. There we were placed in small close stalls, and never for a long time saw the sky, or were able to stretch our legs. The ship sometimes rolled about in high winds, and we were knocked about, and felt bad enough. However, at last it came to an end, and we were hauled up, and swung over again to the land; we were very glad, and snorted, and neighed for joy, when we once more felt firm ground under our feet. I believe so long as we felt our rider firm in the saddle, and his hand steady on the bridle, not one of us gave way to fear, not even when the terrible bombshells whirled through the air and burst into a thousand pieces. My master’s cheery voice, as he encouraged his men, made me feel as if he and I could not be killed.","He recalled enjoying the training with the other horses, jogging together, turning in unison, to the right or left, stopping at the command, or sprinting full speed when the trumpet sounded or the officer signaled. When young, he was a dark, dappled gray, and thought to be quite good-looking. His owner, a spirited young gentleman, was very fond of him, and treated him from the start with the utmost care and kindness. He told me he thought an army horse's life was very nice; but when it came time to be sent overseas on a massive ship, he almost changed his mind. There we were kept in small cramped stalls, unable to see the sky or stretch our legs for a long period. The ship occasionally swayed in strong winds, knocking us around, making us feel terrible. However, it finally ended, and we were hauled up and swung back onto land; we were overjoyed, snorting and neighing with joy to feel solid ground under our hooves again. I believe as long as we felt our rider steady in the saddle, his hand firm on the reins, not one of us gave in to fear, not even when the frightening bombshells whizzed through the air and exploded into thousands of pieces. My master's cheerful voice, encouraging his men, made me feel we could not be killed.","He reminisced enjoying the training with the other horses, trotting as one, turning in sync, right or left, halting when ordered, or bolting full tilt when the trumpet blared or the officer signaled. In youth, he was a dark, dappled gray, and seen as quite attractive. His owner, a spirited young gentleman, was very fond of him, and treated him from the outset with utmost care and kindness. He told me he thought an army horse's life was very pleasant; but when it came time to be shipped overseas on a massive ship, he almost changed his mind. There we were confined in small cramped stalls, unable to see the sky or stretch our legs for an extended time. The ship sometimes swayed in strong winds, knocking us around, making us feel awful. However, it finally ended, and we were hauled up and swung back onto land; we were elated, snorting and neighing with joy to feel solid ground under our hooves again. I believe as long as we felt our rider steady in the saddle, his hand firm on the reins, not one of us succumbed to fear, not even when the frightening bombshells whizzed through the air and exploded into thousands of pieces. My master's cheerful voice, encouraging his men, made me feel we could not be killed.","He reminisced enjoying the training with the other horses, trotting in unison, turning together, right or left, stopping when ordered, or dashing full speed when the trumpet sounded or the officer signaled. In youth, he was a dark, dappled gray, and considered quite handsome. His owner, a spirited young gentleman, was very fond of him, and treated him from the start with utmost care and kindness. He told me he thought an army horse's life was very nice; but when it came time to be shipped overseas on a massive ship, he almost changed his mind. There we were confined in small cramped stalls, unable to see the sky or stretch our legs for an extended period. The ship sometimes swayed in strong winds, knocking us around, making us feel terrible. However, it finally ended, and we were hauled up and swung back onto land; we were elated, snorting and neighing with joy to feel solid ground under our hooves again. I believe as long as we felt our rider steady in the saddle, his hand firm on the reins, not one of us gave in to fear, not even when the frightening bombshells whizzed through the air and exploded into thousands of pieces. My master's cheerful voice, encouraging his men, made me feel we could not be killed.",A,large,1
8668,Name_of_the_Rose_-_Umberto_Eco,"And in fact some of those present were saying, “He is not a saint, he was sent by Louis to stir up discord among the citizens, and the Fraticelli are Tuscans but behind them are the Emperor’s agents.” And others said, “He is a madman, he is possessed by the Devil, swollen with pride, and he enjoys martyrdom for his wicked pride; they make these monks read too many lives of the saints, it would be better for them to take a wife!” And still others added, “No, all Christians should be like him, ready to proclaim their faith, as in the time of the pagans.” As I listened to those voices, no longer knowing what to think myself, it so happened that I looked straight at the condemned man’s face, which at times was hidden by the crowd ahead of me. And I saw the face of a man looking at something that is not of this earth, as I had sometimes seen on statues of saints in ecstatic vision. And I understood that, madman or seer as he might be, he knowingly wanted to die because he believed that in dying he would defeat his enemy, whoever it was. And I understood that his example would lead others to death. And I remain amazed by the possessors of such steadfastness only because I do not know, even today, whether what prevails in them is a proud love of the truth they believe, which leads them to death, or a proud desire for death, which leads them to proclaim their truth, whatever it may be. And I am overwhelmed with admiration and fear. ","Some of the people there were saying, ""He's not a saint, Louis sent him to cause problems among the townspeople, and the Fraticelli are from Tuscany but the Emperor's people are behind them."" Others said, ""He's insane, the Devil has possessed him, he's swollen with arrogance, and he revels in martyrdom for his wicked pride; they make these monks read too many stories of the saints, it would be better if they just got married!"" Still more added, ""No, all Christians should be like him, ready to proclaim their faith, like in pagan times."" As I listened to these voices, no longer sure what to think myself, I happened to look right at the condemned man's face, which was sometimes hidden by the crowd ahead of me. I saw the face of a man gazing at something not of this world, as I had seen with statues of saints in mystical ecstasy. I realized that, madman or prophet though he was, he knowingly wanted to die because he thought that in dying he would conquer his foe, whoever it was. I grasped that his example would lead others to death. And I remain astonished by the steadfastness of such people only because I still don't know, even now, whether the love of their believed truth, which takes them to death, or the desire for death, which makes them proclaim their truth, whatever it is, prevails in them. I am overwhelmed with wonder and fear.","Some there were saying, ""He's no saint, Louis dispatched him to cause disunity among the townspeople, and the Fraticelli are Tuscan but the Emperor's agents are behind them."" Others opined, ""He's demented, possessed by the Devil, bloated with arrogance, and revels in martyrdom for his wicked pride; they make these monks read too many hagiographies, better they just marry!"" More added, ""No, all Christians should emulate him, ready to avow their faith, as in pagan eras."" As I listened to these voices, no longer certain myself, I chanced to gaze upon the condemned man's face, at times obscured by the throng ahead. I saw the visage of one beholding what is not terrestrial, as with statues of rapt saints. I grasped that, madman or seer, he knowingly embraced death, believing thus he would conquer his foe, whoever it was. I saw his example would lead others to death. And I remain astounded by such resoluteness only because I still know not whether the love of their believed truth, taking them to death, or the craving for death, making them avow their truth, whatever it be, prevails in them. I am overwhelmed with marvel and trepidation.","Some present were saying, ""He's no saint, Louis sent him to foment discord among the townspeople, and the Fraticelli are Tuscan but the Emperor's agents lurk behind."" Others opined, ""He's demented, the Devil possesses him, bloated with pride, reveling in martyrdom for his wicked arrogance; they make these monks read too many hagiographies, better they just marry!"" More added, ""No, all Christians should emulate him, ready to profess their faith, as in pagan times."" As I listened to these voices, no longer certain myself, I happened to gaze on the condemned man's face, at times obscured by the throng before. I saw the face of one beholding what is not earthly, as with statues of enraptured saints. I grasped that, madman or seer, he knowingly embraced death, believing thus he would vanquish his foe, whoever it was. I saw his example would lead others to death. And I remain astounded by such resolve only because I still know not whether the love of their believed truth, taking them to death, or the craving for death, making them profess their truth, whatever it be, prevails in them. I am overwhelmed with wonder and dread.",A,large,1
2055,Tess_of_the_d'Urbervilles_-_Thomas_Hardy,"""Tess, why did you say 'no' in such a positive way?"" he asked her in the course of a few days. She started. ""Don't ask me. I told you why--partly. I am not good enough--not worthy enough."" ""How? Not fine lady enough?"" ""Yes--something like that,"" murmured she. ""Your friends would scorn me."" ""Indeed, you mistake them--my father and mother. As for my brothers, I don't care----"" He clasped his fingers behind her back to keep her from slipping away.","After a few days, he questioned her as to why she had declined in such an upbeat manner. She was taken aback. ""Please don't ask me. I already explained part of the reason - I'm not adequate or deserving enough."" ""What do you mean? You're not refined enough?"" ""Yes, something along those lines,"" she murmured. ""Your friends would look down on me."" ""You're mistaken about them - my parents. And I don't care what my brothers think-"" He held her from behind so she couldn't slip away.","Some days later, he asked why she'd refused him with such positivity. Startled, she said, ""Don't inquire further. I gave a partial rationale - I'm not good or worthy enough."" ""How so? You're not high-class enough?"" ""Sort of,"" she mumbled. ""Your companions would disdain me."" ""You misjudge them - my mother and father. My brothers, I don't care-"" He clasped his hands around her back so she couldn't get away.  ","After a few days went by, he questioned why she had said ""no"" in such an upbeat way. Taken aback, she responded, ""Please don't ask. I already explained part of the reason - I'm not adequate or deserving enough."" ""What do you mean? You're not refined enough?"" ""Yes, something like that,"" she murmured softly. ""Your friends would look down their noses at me."" ""You're mistaken about them - my parents. And I don't care what my brothers think-"" He put his arms around her from behind so she couldn't slip out of his grasp.",A,small,1
3017,The_Secret_Diary_of_Adrian_Mole_-_Sue_Townsend,"Pandora started to say something about her O levels suffering but Scruton roared at her to shut up! Even Mrs Claricoates jumped. Scruton said that we could wait until the letters had been typed, duplicated and signed and then we had better ‘hot foot it out of school’. We waited outside Scruton’s office. Pandora was crying (because she was angry and frustrated, she said).","Pandora began to speak regarding her test scores declining, but Scruton bellowed at her to be quiet! Even Mrs. Claricoates was startled. Scruton stated that we could linger until the letters had been typed, photocopied and authorized, after which we had better ""hurry out of the academy."" We lingered outside Scruton's headquarters. Pandora was weeping (because she was furious and exasperated, she remarked).","Pandora started to mention her exam results going down, but Scruton yelled at her to shut her mouth! Even Mrs. Claricoates jumped in surprise. Scruton said we could wait around until the letters were typed up, duplicated and signed, and then we should ""get out of school fast."" We hung around outside Scruton's office. Pandora was crying (because she was mad and frustrated, she explained).  ","Pandora began to talk about her test scores declining, but Scruton shouted at her to be silent! Even Mrs. Claricoates was startled. Scruton stated that we could wait there until the letters had been typed, photocopied and authorized, after which we had better ""rush out of the school."" We lingered outside Scruton's office. Pandora was weeping (because she was angry and exasperated, she said).",A,small,1
1084,Harry_Potter_and_the_Goblet_of_Fire_-_JK_Rowling,"Mr. Weasley conjured up candles to light the darkening garden before they had their homemade strawberry ice cream, and by the time they had finished, moths were fluttering low over the table, and the warm air was perfumed with the smells of grass and honeysuckle. Harry was feeling extremely well fed and at peace with the world as he watched several gnomes sprinting through the rosebushes, laughing madly and closely pursued by Crookshanks.","Mr. Weasley made candles appear to brighten the darkening yard before they ate their homemade strawberry frozen dessert, and when they were done, moths were flying low over the table, and the warm air smelled like grass and honeysuckle. Harry felt very satisfied and tranquil as he watched a few gnomes running through the rose bushes, laughing hysterically and being chased by Crookshanks.","Mr. Weasley used magic to light up the garden getting dark before they had their homemade strawberry ice cream, and after finishing, moths were hovering near the table, and the warm air was scented with grass and honeysuckle aromas. Harry felt extremely content and at peace as he observed several gnomes sprinting through the rose shrubs, cackling madly and being pursued closely by Crookshanks.  ","Mr. Weasley made candles materialize to illuminate the darkening backyard before they consumed their homemade strawberry frozen treat, and upon completion, moths were fluttering low above the table, and the warm air was perfumed with fragrances of lawn and honeysuckles. Harry felt very satisfied and tranquil with the world as he watched a few gnomes racing through rose bushes, laughing hysterically and being chased by Crookshanks.",A,small,1
